,individual,loss
41,NEON.PLA.D10.RMNP.04542,1.0
62,NEON.PLA.D10.RMNP.04576,0.6379756
63,NEON.PLA.D10.RMNP.04577,0.6379756
9,NEON.PLA.D10.RMNP.04206,0.6818232
8,NEON.PLA.D10.RMNP.03940,0.49404383
14,NEON.PLA.D10.RMNP.03630,0.9683696
31,NEON.PLA.D10.RMNP.04802,0.7229295
40,NEON.PLA.D10.RMNP.04808,0.90741974
41,NEON.PLA.D10.RMNP.04806,0.94916654
42,NEON.PLA.D10.RMNP.04826,0.72366786
43,NEON.PLA.D10.RMNP.04829,0.5585419
44,NEON.PLA.D10.RMNP.04830,0.6308905
46,NEON.PLA.D10.RMNP.04352,0.6979476
10,NEON.PLA.D10.RMNP.02483,0.49324697
29,NEON.PLA.D10.RMNP.02501,0.49350506
43,NEON.PLA.D10.RMNP.02484,0.52126324
46,NEON.PLA.D10.RMNP.02180,0.6240002
48,NEON.PLA.D10.RMNP.02340,0.5017164
16,NEON.PLA.D10.RMNP.02123,0.67197967
25,NEON.PLA.D10.RMNP.02315,0.49234092
26,NEON.PLA.D10.RMNP.02319,0.9233797
31,NEON.PLA.D10.RMNP.02873,0.51291937
37,NEON.PLA.D10.RMNP.02223,0.5382116
40,NEON.PLA.D10.RMNP.02224,0.4926221
42,NEON.PLA.D10.RMNP.02866,0.9452433
47,NEON.PLA.D10.RMNP.02803,0.99397683
49,NEON.PLA.D10.RMNP.02999,0.52887446
53,NEON.PLA.D10.RMNP.03004,0.58480823
0,NEON.PLA.D10.RMNP.02804,0.9894159
1,NEON.PLA.D10.RMNP.02805,0.5416048
2,NEON.PLA.D10.RMNP.02807,0.538747
3,NEON.PLA.D10.RMNP.02809,0.5324994
4,NEON.PLA.D10.RMNP.02812,0.67227846
9,NEON.PLA.D10.RMNP.03014,0.5021334
10,NEON.PLA.D10.RMNP.03015,0.5155329
11,NEON.PLA.D10.RMNP.03016,0.99321765
12,NEON.PLA.D10.RMNP.03020,0.766529
15,NEON.PLA.D10.RMNP.03081,0.5662628
21,NEON.PLA.D10.RMNP.02687,0.64585984
28,NEON.PLA.D10.RMNP.02660,0.6932979
34,NEON.PLA.D10.RMNP.02678,0.5241296
38,NEON.PLA.D10.RMNP.02822,0.5147176
39,NEON.PLA.D10.RMNP.02594,0.5385229
44,NEON.PLA.D10.RMNP.02159,0.505626
45,NEON.PLA.D10.RMNP.02821,0.49342564
13,NEON.PLA.D10.RMNP.02625,0.5556247
22,NEON.PLA.D10.RMNP.02628,0.8832811
31,NEON.PLA.D10.RMNP.02542,0.7160748
34,NEON.PLA.D10.RMNP.02624,0.90531355
39,NEON.PLA.D10.RMNP.02712,0.51182973
43,NEON.PLA.D10.RMNP.02713,0.4961955
46,NEON.PLA.D10.RMNP.02945,0.541501
55,NEON.PLA.D10.RMNP.02718,0.49009347
60,NEON.PLA.D10.RMNP.02931,0.72975993
57,NEON.PLA.D17.SJER.04935,0.7444368
58,NEON.PLA.D17.SJER.04093,0.8740243
63,NEON.PLA.D17.SJER.00101,0.6669929
4,NEON.PLA.D17.SJER.00243,0.99933285
16,NEON.PLA.D17.SJER.00273,0.6120697
17,NEON.PLA.D17.SJER.00274,0.9854012
35,NEON.PLA.D17.SJER.00231,0.8247001
38,NEON.PLA.D17.SJER.00044,0.83285564
6,NEON.PLA.D17.SOAP.08295,0.4948944
8,NEON.PLA.D17.SOAP.04652,0.4979994
12,NEON.PLA.D17.SOAP.04555,0.5128714
19,NEON.PLA.D17.SOAP.04968,0.6575522
20,NEON.PLA.D17.SOAP.08280,0.82074016
21,NEON.PLA.D17.SOAP.04283,0.8097891
22,NEON.PLA.D17.SOAP.04278,0.9441262
23,NEON.PLA.D17.SOAP.04280,0.6071695
30,NEON.PLA.D17.SOAP.04493,0.6691297
32,NEON.PLA.D17.SOAP.04465,0.9954751
3,NEON.PLA.D17.SOAP.02559,0.49443936
4,NEON.PLA.D17.SOAP.02560,0.48876905
7,NEON.PLA.D17.SOAP.02611,0.9916854
16,NEON.PLA.D17.SOAP.00300,0.79057324
31,NEON.PLA.D17.SOAP.02668,0.91037863
32,NEON.PLA.D17.SOAP.02657,0.75654876
33,NEON.PLA.D17.SOAP.02889,0.7110362
39,NEON.PLA.D17.SOAP.02686,0.9972549
40,NEON.PLA.D17.SOAP.02890,0.62504363
41,NEON.PLA.D17.SOAP.02942,0.5729267
2,NEON.PLA.D17.SOAP.01053,0.8069208
7,NEON.PLA.D17.SOAP.01069,0.691994
8,NEON.PLA.D17.SOAP.01070,0.53225046
17,NEON.PLA.D17.SOAP.02448,0.48984537
23,NEON.PLA.D17.SOAP.03568,0.8246139
25,NEON.PLA.D17.SOAP.03607,0.5260456
32,NEON.PLA.D17.SOAP.02733,0.6090055
33,NEON.PLA.D17.SOAP.02734,0.69684535
42,NEON.PLA.D17.SOAP.02847,0.9946998
45,NEON.PLA.D17.SOAP.02823,0.853512
46,NEON.PLA.D17.SOAP.02853,1.0000001
48,NEON.PLA.D17.SOAP.02845,0.8185974
49,NEON.PLA.D17.SOAP.02852,0.9999998
50,NEON.PLA.D17.SOAP.03834,0.5718328
51,NEON.PLA.D17.SOAP.03827,0.9661108
52,NEON.PLA.D17.SOAP.03823,0.80387306
54,NEON.PLA.D17.SOAP.03828,0.9952254
55,NEON.PLA.D17.SOAP.03829,0.99999976
56,NEON.PLA.D17.SOAP.03830,0.9991145
59,NEON.PLA.D17.SOAP.03258,0.73182815
4,NEON.PLA.D17.SOAP.00950,0.96123654
6,NEON.PLA.D17.SOAP.00978,0.9009714
8,NEON.PLA.D17.SOAP.00989,0.95400304
12,NEON.PLA.D17.SOAP.00984,0.7328124
14,NEON.PLA.D17.SOAP.00990,0.98910826
21,NEON.PLA.D17.SOAP.00997,0.5053669
26,NEON.PLA.D17.SOAP.00925,0.57382506
27,NEON.PLA.D17.SOAP.00926,0.57382506
28,NEON.PLA.D17.SOAP.00934,0.9369977
29,NEON.PLA.D17.SOAP.00936,0.6957884
30,NEON.PLA.D17.SOAP.00304,0.66461957
31,NEON.PLA.D17.SOAP.00945,0.5389102
32,NEON.PLA.D17.SOAP.00172,0.913034
33,NEON.PLA.D17.SOAP.00180,0.98380846
44,NEON.PLA.D17.SOAP.03983,0.8973521
45,NEON.PLA.D17.SOAP.03961,0.7110217
46,NEON.PLA.D17.SOAP.03930,0.738943
47,NEON.PLA.D17.SOAP.03937,0.7149609
53,NEON.PLA.D14.SRER.02896,0.58945656
57,NEON.PLA.D14.SRER.04064,0.63402843
58,NEON.PLA.D14.SRER.04601,0.6817814
59,NEON.PLA.D14.SRER.02803,0.5242226
60,NEON.PLA.D14.SRER.02802,0.6435149
61,NEON.PLA.D14.SRER.02801,0.6423706
62,NEON.PLA.D14.SRER.04649,0.49098462
30,NEON.PLA.D08.TALL.00387,0.49710765
21,NEON.PLA.D08.TALL.02538,0.823527
55,NEON.PLA.D08.TALL.03231,0.49944025
8,NEON.PLA.D08.TALL.03327,0.61281824
4,NEON.PLA.D08.TALL.03058,0.5785522
52,NEON.PLA.D08.TALL.02491,0.5162141
34,NEON.PLA.D17.TEAK.02193,1.0
35,NEON.PLA.D17.TEAK.02218,0.5463012
2,NEON.PLA.D17.TEAK.00339,0.52283454
15,NEON.PLA.D17.TEAK.00329,0.9900068
21,NEON.PLA.D17.TEAK.00330,0.5391209
22,NEON.PLA.D17.TEAK.00341,0.5096207
23,NEON.PLA.D17.TEAK.00346,0.8415271
25,NEON.PLA.D17.TEAK.00367,0.547524
33,NEON.PLA.D17.TEAK.00424,0.4886972
42,NEON.PLA.D17.TEAK.02008,0.5355681
48,NEON.PLA.D17.TEAK.01892,0.56281435
60,NEON.PLA.D17.TEAK.00560,0.5075185
62,NEON.PLA.D17.TEAK.00533,0.9779051
0,NEON.PLA.D17.TEAK.00565,1.0
1,NEON.PLA.D17.TEAK.00562,0.61967385
2,NEON.PLA.D17.TEAK.00566,0.99398977
3,NEON.PLA.D17.TEAK.00567,0.9947845
5,NEON.PLA.D17.TEAK.01132,0.9999998
10,NEON.PLA.D17.TEAK.01129,0.9987829
11,NEON.PLA.D17.TEAK.01133,1.0000002
12,NEON.PLA.D17.TEAK.01165,0.99999976
20,NEON.PLA.D17.TEAK.03146,0.96749526
22,NEON.PLA.D17.TEAK.03130,0.5223646
24,NEON.PLA.D17.TEAK.03142,0.53897834
33,NEON.PLA.D17.TEAK.03149,0.67857146
34,NEON.PLA.D17.TEAK.03150,0.8134011
39,NEON.PLA.D17.TEAK.01963,0.76153195
52,NEON.PLA.D17.TEAK.01980,0.9768559
53,NEON.PLA.D17.TEAK.01981,0.69403887
6,NEON.PLA.D17.TEAK.03017,0.9999998
11,NEON.PLA.D17.TEAK.03018,0.81968
13,NEON.PLA.D17.TEAK.01681,0.51373166
24,NEON.PLA.D17.TEAK.00522,0.9441895
44,NEON.PLA.D17.TEAK.01294,0.71401453
46,NEON.PLA.D17.TEAK.01263,0.49581435
47,NEON.PLA.D17.TEAK.01274,0.54113525
51,NEON.PLA.D17.TEAK.01289,0.6890927
53,NEON.PLA.D17.TEAK.01295,0.9992026
55,NEON.PLA.D17.TEAK.01297,0.81075925
57,NEON.PLA.D17.TEAK.01300,0.49403515
7,NEON.PLA.D17.TEAK.01726,0.9867995
10,NEON.PLA.D17.TEAK.01745,0.73450345
15,NEON.PLA.D17.TEAK.01716,0.8172484
16,NEON.PLA.D17.TEAK.01717,0.8172387
18,NEON.PLA.D17.TEAK.01747,1.0000001
23,NEON.PLA.D17.TEAK.02173,0.84312165
27,NEON.PLA.D17.TEAK.00749,0.7843385
29,NEON.PLA.D17.TEAK.00471,0.49866223
43,NEON.PLA.D17.TEAK.00700,0.99905986
44,NEON.PLA.D17.TEAK.00713,0.57386255
45,NEON.PLA.D17.TEAK.00721,0.9988624
46,NEON.PLA.D17.TEAK.00756,0.50382656
47,NEON.PLA.D17.TEAK.00763,0.96560794
48,NEON.PLA.D17.TEAK.00764,0.5046521
61,NEON.PLA.D17.TEAK.00834,0.48746115
62,NEON.PLA.D17.TEAK.00839,0.7492917
63,NEON.PLA.D17.TEAK.00841,0.61927783
18,NEON.PLA.D17.TEAK.01187,0.7594499
19,NEON.PLA.D17.TEAK.01325,0.96360546
20,NEON.PLA.D17.TEAK.01374,0.5878427
25,NEON.PLA.D17.TEAK.01177,0.9990338
26,NEON.PLA.D17.TEAK.01376,0.53565705
27,NEON.PLA.D17.TEAK.01304,0.8483366
52,NEON.PLA.D05.TREE.02653,0.8976608
61,NEON.PLA.D05.TREE.02233,0.7363132
26,NEON.PLA.D06.UKFS.02570,0.6551155
37,NEON.PLA.D05.UNDE.09607,0.81422526
38,NEON.PLA.D05.UNDE.03089,0.703564
15,NEON.PLA.D05.UNDE.01496,0.5550672
18,NEON.PLA.D05.UNDE.01455,0.72332764
20,NEON.PLA.D05.UNDE.01875,0.79060316
32,NEON.PLA.D05.UNDE.03026,0.77508545
33,NEON.PLA.D05.UNDE.03049,0.5219194
50,NEON.PLA.D05.UNDE.02367,0.8332613
19,NEON.PLA.D05.UNDE.03773,0.6970822
3,NEON.PLA.D16.WREF.04405,0.87676775
56,NEON.PLA.D16.WREF.05366,0.74607915
39,NEON.PLA.D12.YELL.00683,0.70933336
42,NEON.PLA.D12.YELL.00558,0.964867
43,NEON.PLA.D12.YELL.00678,0.5645653
46,NEON.PLA.D12.YELL.00691,0.49227384
47,NEON.PLA.D12.YELL.00560,0.49007684
48,NEON.PLA.D12.YELL.00557,0.5178401
49,NEON.PLA.D12.YELL.00555,0.89834774
50,NEON.PLA.D12.YELL.00556,0.53079325
55,NEON.PLA.D12.YELL.00513,0.5241193
57,NEON.PLA.D12.YELL.00505,0.501316
60,NEON.PLA.D12.YELL.00517,0.6810695
19,NEON.PLA.D12.YELL.00129,0.5508708
32,NEON.PLA.D12.YELL.00604,0.59946173
35,NEON.PLA.D12.YELL.00603,0.6293363
38,NEON.PLA.D12.YELL.00732,0.89622194
54,NEON.PLA.D12.YELL.01496,0.99232304
57,NEON.PLA.D12.YELL.01253,0.490908
58,NEON.PLA.D12.YELL.01256,0.58389527
52,NEON.PLA.D12.YELL.01466,0.9998814
55,NEON.PLA.D12.YELL.01463,0.907797
22,NEON.PLA.D12.YELL.03023,0.9742646
23,NEON.PLA.D12.YELL.03014,0.69019973
24,NEON.PLA.D12.YELL.03015,0.79966027
49,NEON.PLA.D12.YELL.00986,0.7403125
50,NEON.PLA.D12.YELL.00987,0.6382285
